날짜,요일,시간,,토론,긍부정여부,예측한 날,2,1
2020년 10월 28일 수요일,수요일,17,3,유투브방송보다가 정말 괜찮은 재야의고수분 방송이 생겨서 추천한번해봅니다,0,2020년 10월 29일 목요일,,
2020년 10월 28일 수요일,수요일,8,56,ㅂㄷㅂㄷ 30만원 깨질때까지 존버,0,2020년 10월 28일 수요일,,
2020년 10월 28일 수요일,수요일,8,54,앵두가 아니고 영두야 영두,0,2020년 10월 28일 수요일,,
2020년 10월 28일 수요일,수요일,8,13,꽉잡아라 오늘 날아간다,0,2020년 10월 28일 수요일,,
2020년 10월 28일 수요일,수요일,8,7,오늘이 시초에 33들어갈수 있는 마지막 임.,1,2020년 10월 28일 수요일,,
2020년 10월 28일 수요일,수요일,7,30,"정부, 기관 대주주들 신낫네",1,2020년 10월 28일 수요일,,
2020년 10월 28일 수요일,수요일,7,19,오늘이나 내일 떨어질때추매,0,2020년 10월 28일 수요일,,
2020년 10월 28일 수요일,수요일,7,14,"빅히트, 카카오게임즈,카카오뱅크, 크래프톤 등",1,2020년 10월 28일 수요일,,
2020년 10월 28일 수요일,수요일,6,38,시총 10조적정,1,2020년 10월 28일 수요일,,
2020년 10월 28일 수요일,수요일,1,7,새로나온 카카오메일 PC버전 좋은 이유 3가지,0,2020년 10월 28일 수요일,,
2020년 10월 28일 수요일,수요일,0,51,주식시장 돈 다몰린다. 준비들혀,1,2020년 10월 28일 수요일,,
2020년 10월 28일 수요일,수요일,0,51,오늘도 오릅니다,0,2020년 10월 28일 수요일,,
2020년 10월 29일 목요일,목요일,22,50,뭐라 씨부리던간에,1,2020년 10월 30일 금요일,,
2020년 10월 29일 목요일,목요일,19,58,100만 카카오 간다고 해서 ..,1,2020년 10월 30일 금요일,,
2020년 10월 29일 목요일,목요일,19,19,이주식 800주로 대주주양도세 낼수없지~,1,2020년 10월 30일 금요일,,
2020년 10월 29일 목요일,목요일,19,7,내일부터 왠지 느낌이,0,2020년 10월 30일 금요일,,
2020년 10월 29일 목요일,목요일,19,0,수급이 안좋은데 아직은 아닌거같다.,1,2020년 10월 30일 금요일,,
2020년 10월 29일 목요일,목요일,18,59,최소 20만 중반까지는,1,2020년 10월 30일 금요일,,
2020년 10월 29일 목요일,목요일,18,15,개콘보다 더웃긴 앵두방송,1,2020년 10월 30일 금요일,,
2020년 10월 29일 목요일,목요일,18,10,개미새긔들이 드럽게달라붙어있는데 ㅋㅋㅋ,1,2020년 10월 30일 금요일,,
2020년 10월 29일 목요일,목요일,17,55,일희일비하면 어케 주식합니까,1,2020년 10월 30일 금요일,,
2020년 10월 29일 목요일,목요일,17,9,사기꾼 득실대는 리딩방 특징,1,2020년 10월 30일 금요일,,
2020년 10월 29일 목요일,목요일,16,30,오늘 또 앵두 방송했었어?,1,2020년 10월 30일 금요일,,
2020년 10월 29일 목요일,목요일,16,5,ㅋㅋㅋ,1,2020년 10월 30일 금요일,,
2020년 10월 29일 목요일,목요일,8,51,시간외 트위터5.5 페북2.5 상승ㅎㅎㅎ,0,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,8,43,공매도,1,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,8,42,손절.유영두,0,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,8,41,얼마 안떨어 지네,0,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,8,31,[미국국부펀드가 자국주식패대기쳐서 부국하던가],1,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,8,28,아무도 모르죠,1,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,8,24,팬대믹 호재인가요??,0,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,8,19,내가 진정한 투기쿤이라믄 시초에 시장가로,1,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,8,18,코로나 폭락장엔 역시,1,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,8,15,1차 펜데믹과 다른점은 이미 주가가 고공원에 있다는 사실입니다,0,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,8,4,앵두 오늘 방송 안하는 날~~~~~~~,1,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,7,33,현재 미선물 상승,1,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,6,31,주린이 기법강의 2편 - 회복론,1,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,0,57,미 다우 나스닥 반등중... 주무세요...,0,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,0,56,-5000손실 중입니다 ㅠㅠ 그래도 호재 떠주네요,1,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,0,52,대폭락 조짐,1,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,0,27,39재돌파가능,0,2020년 10월 29일 목요일,,
2020년 10월 29일 목요일,목요일,0,1,내일 폭등입니다. 언택트 대장주라니까요.,0,2020년 10월 29일 목요일,,
2020년 10월 30일 금요일,금요일,23,45,다우랑 나스닥이 심상치가 않네...,0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,23,11,공매도풀리면 젤먼저골로갈종목ㅋㅋ,0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,23,2,그동안 카카오가 올랐던 이유 ㅋ,0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,22,52,대선까지 26 보아요.,1,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,22,43,유앵두 누군데 이난리예요?,1,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,22,31,"응답하라, 안문숙 할배!!!",1,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,22,3,칭규덜가...,1,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,20,47,월요일에 죽았다고 복창해라~,0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,20,34,앵두 방송없나요,1,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,20,18,5간다.,0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,20,3,웬지 느낌이,0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,19,57,5년뒤,1,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,19,41,"카카오 200,000원 깨지면 단기바닥",0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,19,11,보호예수,1,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,18,56,이거 고점에 사사람들은 그냥 보유하삼,0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,18,9,대주주 10억유지 가닥 잡힌거 같아요,1,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,17,58,##[속보]대주주 10억 유지로 가닥,1,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,17,56,팍팍~~~,1,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,17,27,낼부터 상환가 간다,0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,17,14,단일가 십세들,0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,17,11,손절 유영두 입니다,0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,16,44,대주주 양도소득세가,0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,16,40,우울하다..,0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,16,38,1일 1카카오OOO를 외친다,0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,16,37,님들 per가 -인경우는 뭐임?,1,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,16,25,~,1,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,16,2,일단 25만원 까지,0,2020년 11월 2일 월요일,,
2020년 10월 30일 금요일,금요일,6,46,미국 민영 의료시스템의 비극,0,2020년 10월 30일 금요일,,
2020년 10월 30일 금요일,금요일,3,10,내일 카카오 5프로이상갑니다,1,2020년 10월 30일 금요일,,
2020년 10월 30일 금요일,금요일,2,46,미장..,1,2020년 10월 30일 금요일,,
2020년 10월 31일 토요일,토요일,23,46,새로나온 카카오메일 PC버전 좋은 이유 3가지,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,22,10,지구가멸망해도42만원안온다,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,21,48,카카오 올해의 브랜드 상 수상을 축하드립니다,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,21,17,카카오 주가 떨어지는 이유를 알려주마.,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,20,23,카카오땜시 힘들지만,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,20,2,"누군가의 카카오, 어디까지 가봤니?",0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,18,28,지구가멸망해도42만원안온다,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,8,59,아집이 우려스럽네요,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,8,35,흠 이거 의무보유해제 담달부터풀림 위험하네,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,7,54,솔까 300000만원대면,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,7,53,■ 세월호특별법 개정안 입법청원 ■,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,7,51,의무보유 풀리면,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,7,32,카카오,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,7,3,2016년7월 이후로,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,4,27,전에 평단 28에서 100주쫌 안되게 가지고있다가 최고점?음,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,4,23,나스닥 퐁락,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,3,52,여론 공작 시작되다,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,0,26,미증시 완전 폭락중,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,0,11,나스닥 개폭락 (주요 종목 현황),0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,23,46,새로나온 카카오메일 PC버전 좋은 이유 3가지,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,22,10,지구가멸망해도42만원안온다,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,21,48,카카오 올해의 브랜드 상 수상을 축하드립니다,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,21,17,카카오 주가 떨어지는 이유를 알려주마.,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,20,23,카카오땜시 힘들지만,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,20,2,"누군가의 카카오, 어디까지 가봤니?",0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,18,28,지구가멸망해도42만원안온다,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,15,58,"350,000 원에 10,000,000 주만 사 두거라",1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,15,22,"년말목표가 987,000 원 제시합니다",1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,15,7,카카오야 매출 1조넘어쓰면 힘좀쓰자,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,13,6,위선문정권은 4류 카카오는2류,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,12,4,손절.유영두,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,11,15,미국,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,10,1,안티들 많네ㅋㅋㅋㅋㅋ,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,10,0,의무보호예수같은걸로 안티하지마라.,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,9,49,이런다고 회사 가치가 훼손되는건 아니잖아,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,9,44,트위터 21프로하락,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,9,21,의무보호예수같은걸로 안티하지마라.,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,9,19,자꾸 유영두 유영두 해서 봤는데,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,8,59,아집이 우려스럽네요,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,8,35,흠 이거 의무보유해제 담달부터풀림 위험하네,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,7,54,솔까 300000만원대면,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,7,53,■ 세월호특별법 개정안 입법청원 ■,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,7,51,의무보유 풀리면,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,7,32,카카오,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,7,3,2016년7월 이후로,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,4,27,전에 평단 28에서 100주쫌 안되게 가지고있다가 최고점?음,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,4,23,나스닥 퐁락,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,3,52,여론 공작 시작되다,0,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,0,26,미증시 완전 폭락중,1,2020년 11월 2일 월요일,,
2020년 10월 31일 토요일,토요일,0,11,나스닥 개폭락 (주요 종목 현황),0,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,23,47,강력 매수 신호: 특별배당 결정적 단서 3가지?,1,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,23,34,카카오44만원돌파전망~,1,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,23,20,국내 최대 IR기업 카카오 등극 ㅡㅡㅡ축하,1,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,22,50,내일 상승이겠네. 고생했다 아기 주주들,1,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,22,15,안티 창궐은 곧 떡상이네 ㅋㅋ,1,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,20,55,작전변경 네이버로 이동,0,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,20,7,"누군가의 카카오, 어디까지 가봤니?",0,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,19,42,내일부터 3일까지 역대급 폭락장될듯~~,0,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,19,37,요즘에 딱 듣고싶은노래다,1,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,19,27,카카오 의무 보호 해제,0,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,19,1,작전변경 네이버로 이동,0,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,18,43,■주식은 절대 개미가 그들을 이길 수 없는 구조■,0,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,18,39,네이버로 가라.. 여긴 아니다,0,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,18,37,카카오 의무 보호 해제,0,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,18,27,■주식 왜 하지 말라고 제가 말하는걸까요■,1,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,18,1,네이버로 가라.. 여긴 아니다,0,2020년 11월 2일 월요일,,
2020년 11월 1일 일요일,일요일,17,37,■주식은 절대 개미가 그들을 이길 수 없는 구조■,0,2020년 11월 2일 월요일,,
